brand,product_name,price,product_category,type_category,url,ingredients
Olehenriksen,C-Rush Brightening Gel Crème,cheap,"uneven,sen0",serum,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSz963y0kA-OCedlqce88q35TCZ-n5Qzq9uy2thqw_s9Y8iQ9DAFiY&usqp=CAc,"Aqua/Water/Eau, Glycerin, Dicaprylyl Carbonate, Propanediol, Caprylic/Capric Triglyceride, 3-O-Ethyl Ascorbic Acid, Glycereth-26, Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer, Hydrolyzed Jojoba Esters, Cetearyl Alcohol, Polyacrylate Crosspolymer-6, Hydroxyacetophenone, Panthenol, Polyglyceryl-3 Methylglucose Distearate, Tetrahexyldecyl Ascorbate, Linoleic Acid, Citric Acid, Phenoxyethanol, Parfum/Fragrance, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Xanthan Gum, Cetearyl Glucoside, Linolenic Acid, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Hippophae Rhamnoides Extract, Lycium Barbarum Fruit Extract, Rosa Canina Fruit Extract, Ethylhexylglycerin, Leuconostoc/Radish Root Ferment Filtrate, Sodium Citrate, Camellia Japonica Flower Extract, Aroma/Flavor, Sodium Hyaluronate, Sodium Polyacrylate, Sodium Phytate, Hyaluronic Acid, Vegetable Collagen, Ascorbic Acid, Tocopherol, Yellow 6 (CI 15985), Yellow 5 (CI 19140), Citral, Limonene, Linalool, Benzyl Alcohol"
PHYTO+,Hydrating botanical serum with kojic acid,normal,"uneven,sen0",serum,https://www.skinceuticals.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-acd-skinceuticals-master-catalog/default/dw14f7ded4/Products/SkinC-New-PDP-Images-Correct/Kojic-Acid-Serum-Phyto+-SkinCeuticals-635494162004.jpg?sw=340&sh=550&sm=fit&q=70,"aqua/water/eau, glycerin, propylene glycol, kojic acid, arbutin, polysorbate 80, phenoxyethanol, citrus grandis extract/grapefruit fruit extract, parfum/fragrance, sodium hyaluronate, arctostaphylos uva ursi/arctostaphylos uva ursi leaf extract, thymus vulgaris extract/thyme extract, cucumis sativus (cucumber) seed extract, hydroxyethylcellulose, ci 19140/yellow 5, ci 4200/blue 1"
Dr. Dennis Gross,Clinical Grade IPL Dark Spot Correcting Serum,expensive,"uneven,sen0",serum,https://drdennisgross.com/media/catalog/product/c/g/cg_ipl_dark_spot_btl_1oz_s_t_m.jpg,"Water/Aqua/Eau, Ethoxydiglycol, Ascorbic Acid, Lactic Acid, Glycerin, Propylene Glycol, Kojic Acid, Dimethyl Isosorbide, PVM/MA Decadiene Crosspolymer, Tocopherol, Mandelic Acid, Ferulic Acid, Arbutin, Arctostaphylos Uva Ursi Leaf Extract, Citrus Unshiu Peel Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Morus Alba Bark Extract, Azelaic Acid, Glycolic Acid, Potassium Azeloyl Diglycinate, Sodium Hyaluronate, Quercetin, Phospholipids, Soy Isoflavones, Ergocalciferol, Panthenol, Leuconostoc/Radish Root Ferment Filtrate, Polysorbate 20, Polysorbate 80, Disodium EDTA, Potassium Hydroxide, Phenoxyethanol"
The Ordinary,10% Agireline Solution,cheap,"uneven,sen1",serum,https://s1.thcdn.com/productimg/1600/1600/11416769-3694508877230325.jpg,"Aqua (Water), Propanediol, Acetyl Hexapeptide-8, Trisodium Ethylenediamine Disuccinate, Gellan Gum, Sodium Chloride, Isoceteth-20, Dimethyl Isosorbide, Potassium Sorbate, Phenoxyethanol, Chlorphenesin"
La Roche-Posay,Rosaliac AR Intense Serum,normal,"uneven,sen1",serum,https://s1.thcdn.com/productimg/960/960/11091876-1774278248220927.jpg,"Aqua / Water / Eau, Glycerin, Isostearyl Neopentanoate, Butylene Glycol, Pentylene Glycol, Polysorbate 20, Tambourissa Trichophylla Leaf Extract, Glyceryl Acrylate/Acrylic Acid Copolymer, Dimethicone, Dimethiconol, Ammonium Polyacryldimethyltauramide /Ammonium Polyacryloyldimethyl Taurate, Disodium EDTA, Acetyl Dipeptide-1 Cetyl Ester"
Estée Lauder,Perfectionist Pro Rapid Firm + Lift Serum Hexapeptide-8,expensive,"uneven,sen1",serum,https://s1.thcdn.com/productimg/1600/1600/11689234-1784555880290857.jpg,"Water\Aqua\Eau, Dimethicone, Butylene Glycol, Caprylic/Capric Triglyceride, Glycerin, Bis-Peg-18 Methyl Ether Dimethyl Silane, Polysorbate 20, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Polysilicone-11, Mangifera Indica (Mango) Seed Butter, Phoenix Dactylifera (Date) Fruit Extract, Pisum Sativum (Pea) Extract, Cucumis Sativus (Cucumber) Fruit Extract, Crithmum Maritimum Extract, Laminaria Ochroleuca Extract, Commiphora Mukul Resin Extract, Triticum Vulgare (Wheat) Germ Extract, Bambusa Vulgaris (Bamboo) Extract, Chlorella Vulgaris Extract, Laminaria Saccharina Extract, Brassica Campestris (Rapeseed) Sterols, Helianthus Annuus (Sunflower) Seed Extract, Algae Extract, Hypnea Musciformis (Algae) Extract, Sigesbeckia Orientalis (St. Paul's Wort) Extract, Nymphaea Alba (Water Lily) Flower Extract, Acetyl Glucosamine, Caffeine, Gellidiella Acerosa Extract, Coffea Arabica (Coffee) Seed Extract, Sodium Hyaluronate, Lactic Acid, Propylene Glycol Dicaprate, Saccharide Isomerate, Methyl Gluceth-20, Ethylhexylglycerin, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Helianthus Annuus (Sunflower) Seedcake, Caprylyl Glycol, Isohexadecane, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Polymethacrylate, Sodium Polyacrylate Starch, Squalane, Sodium Pca, Urea, Zea Mays (Corn) Kernel Extract, Whey Protein\Lactis Protein\Proteine Du Petit-Lait, Palmaria Palmata Extract, Polysorbate 80, Acetyl Hexapeptide-8, Triolein, Hydrolyzed Rice Extract, Linoleic Acid, Trehalose, Glycine Soja (Soybean) Protein, Glucosamine Hcl, Phospholipids, Laminaria Digitata Extract, Hordeum Vulgare (Barley) Extract\Extrait D'orge, Polyquaternium-51, Palmitoyl Hexapeptide-12, Ergothioneine, Aminopropyl Ascorbyl Phosphate, Peg-8, Phytosteryl Canola Glycerides, Pentylene Glycol, Oleic Acid, Palmitic Acid, Xanthan Gum, Fragrance (Parfum), Sodium Hydroxide, Citric Acid, Silica, Calcium Chloride, Stearic Acid, Dipropylene Glycol, Sodium Palmitoyl Proline, Disodium EDTA, BHT, Potassium Sorbate, Phenoxyethanol, Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499) <Iln43743>"
Hylamide,Low-Molecular HA Booster,cheap,"acne,sen0",serum,https://s1.thcdn.com/productimg/960/960/11241353-6234379826524952.jpg,"Aqua (Water), Hydrolyzed Yeast Extract, Sodium Hyaluronate Crosspolymer, Saccharide Isomerate, Pentylene Glycol, Tamarindus Indica Seed Gum, Hydrolyzed Sodium Hyaluronate, Tremella Fuciformis Sporocarp Extract, Sodium Hyaluronate, Trisodium Ethylenediamine Disuccinate, Ppg-26-Buteth-26, Peg-40 Hydrogenated Castor Oil, Ethylhexylglycerin, Cetyl Hydroxyethylcellulose, Glycerin, Betaine, Citric Acid, Sodium Citrate, Polyglucuronic Acid, Potassium Sorbate, Sodium Benzoate, Lecithin, Chlorphenesin, Phenoxyethanol"
The Ordinary,Caffeine Solution 5% + EGCG,normal,"acne,sen0",serum,https://s1.thcdn.com/productimg/1600/1600/11396686-6704646034704709.jpg,"Aqua (Water), Caffeine, Maltodextrin, Glycerin, Propanediol, Epigallocatechin Gallatyl Glucoside, Gallyl Glucoside, Hyaluronic Acid, Oxidized Glutathione, Melanin, Glycine Soja (Soybean) Seed Extract, Urea, Pentylene Glycol, Hydroxyethylcellulose, Polyacrylate Crosspolymer-6, Xanthan gum, Lactic Acid, Dehydroacetic Acid, Trisodium Ethylenediamine Disuccinate, Propyl Gallate, Dimethyl Isosorbide, Benzyl Alcohol, 1,2-Hexanediol, Ethylhexylglycerin, Phenoxyethanol, Caprylyl Glycol"
Hylamide,SubQ Anti-Age,cheap,"antiaging,sen0",serum,https://s1.thcdn.com/productimg/960/960/11241349-2094378323537120.jpg,"Aqua (Water), Glycerin, Ethoxydiglycol, Hydrolyzedyeast Extract, Sodiumhyaluronate Crosspolymer, Pentylene Glycol, Tamarindus Indica Seed Gum, Pseudoalteromonas Fermentextract, Hydrolyzed Sodiumhyaluronate, Sodiumhyaluronate, Polyacrylatecrosspolymer-6, Trisodiumethylenediamine Disuccinate, Lactobacillus/Eriodictyoncalifornicum Fermentextract, Saccharideisomerate, Copperlysinate/Prolinate, Palmitoyl Tripeptide-38, Myristoyl Nonapeptide-3, Ahnfeltia Concinna Extract, Ethylhexylglycerin, Methylglucoside Phosphate, Cetylhydroxyethylcellulose, Hydroxypropylcyclodextrin, Polyglucuronic Acid, Hexylene Glycol, Salicylicacid, Lecithin, Phospholipids, Caprylyl Glycol, Sodiumhydroxide, Citric Acid, Potassium Sorbate, Sodiumbenzoate, Sodium Citrate, Chlorphenesin, Phenoxyethanol, Leuconostoc/Radish Rootferment Filtrate"
Hylamide,Sensitive Fix Booster,normal,"acne,sen0",serum,https://s1.thcdn.com/productimg/960/960/11241352-6804378323599724.jpg,"Aqua (Water), Sodium Hyaluronate Crosspolymer, Saccharide Isomerate, Butylene Glycol, Curculigo Orchioides Root Extract, Tamarindus Indica Seed Gum, Mirabilis Jalapa Extract, Trisodium Ethylenediamine Disuccinate, Propanediol, Pentylene Glycol, Glycerin, Lactobacillus/Eriodictyon Californicum Ferment Extract, Polyacrylate Crosspolymer-6, Citric Acid, Phospholipids, Ethylhexylglycerin, Sodium Citrate, Chlorphenesin, Phenoxyethanol, Leuconostoc/Radish Root Ferment Filtrate"
SkinCeuticals,Hydrating B5 Serum,expensive,"acne,sen0",serum,https://s1.thcdn.com/productimg/1600/1600/11705724-1494562629580688.jpg,"Aqua/Water/Eau, Phenoxyethanol, Calcium Pantothenate, Sodium Hyaluronate"
